id,BeatsPerMinute
524575,118.9855
524576,119.21949
524577,118.310616
524578,119.67469
524579,118.67439
524580,118.84862
524581,118.85758
524582,118.64949
524583,119.2998
524584,118.96644
524585,119.06543
524586,119.215935
524587,119.25415
524588,119.20168
524589,120.4198
524590,119.259476
524591,118.94263
524592,119.35734
524593,121.833336
524594,121.33572
524595,118.97877
524596,119.349174
524597,119.02326
524598,118.79088
524599,118.638405
524600,118.73993
524601,119.23053
524602,118.94138
524603,118.519905
524604,119.04841
524605,119.29123
524606,118.85846
524607,119.18574
524608,118.7299
524609,118.74142
524610,119.02126
524611,118.759926
524612,118.57164
524613,119.26119
524614,120.65924
524615,119.04959
524616,118.89981
524617,119.27181
524618,118.859665
524619,119.26371
524620,119.21145
524621,121.664696
524622,119.27511
524623,119.2454
524624,119.28741
524625,119.05444
524626,118.375
524627,118.76474
524628,119.563965
524629,118.70227
524630,119.12723
524631,119.14283
524632,119.26796
524633,118.882614
524634,119.20155
524635,119.04387
524636,118.69685
524637,119.11448
524638,119.02846
524639,118.62832
524640,119.262794
524641,119.07219
524642,119.239334
524643,119.02955
524644,118.5684
524645,119.07868
524646,119.05211
524647,119.14152
524648,118.51851
524649,119.50869
524650,119.42526
524651,119.13731
524652,118.96025
524653,118.93187
524654,118.67545
524655,118.783646
524656,119.208626
524657,118.98321
524658,119.395386
524659,119.01123
524660,119.35532
524661,119.06679
524662,118.98669
524663,118.82454
524664,118.61546
524665,119.17763
524666,118.970116
524667,119.3718
524668,118.62464
524669,119.22333
524670,119.15226
524671,118.90711
524672,119.07576
524673,119.04339
524674,119.40191
524675,119.127884
524676,118.61604
524677,118.98103
524678,118.4557
524679,118.82309
524680,118.69997
524681,119.77024
524682,118.9564
524683,118.83301
524684,119.4141
524685,118.99262
524686,118.86704
524687,118.730225
524688,119.27553
524689,119.273346
524690,120.013374
524691,118.39864
524692,118.37597
524693,119.14194
524694,118.81611
524695,118.949776
524696,119.21439
524697,118.65529
524698,119.14774
524699,118.489685
524700,118.86802
524701,118.6619
524702,118.677925
524703,119.38991
524704,118.89571
524705,119.1429
524706,119.268974
524707,119.09799
524708,119.07206
524709,119.47332
524710,119.12159
524711,119.31568
524712,119.55235
524713,118.61466
524714,118.673
524715,118.62172
524716,118.732796
524717,118.815704
524718,118.80866
524719,119.20751
524720,118.75184
524721,119.08118
524722,119.00581
524723,119.08302
524724,118.874306
524725,119.33769
524726,119.610306
524727,118.82923
524728,118.88752
524729,119.19313
524730,119.204956
524731,119.11889
524732,118.611916
524733,119.00842
524734,119.029686
524735,118.93803
524736,119.06243
524737,119.12522
524738,119.123276
524739,118.87538
524740,119.25018
524741,119.381546
524742,118.9622
524743,119.082344
524744,118.92853
524745,118.78434
524746,118.833984
524747,118.94856
524748,118.81811
524749,119.29458
524750,118.68185
524751,119.181854
524752,119.25969
524753,118.72391
524754,118.95739
524755,118.482994
524756,119.136086
524757,119.25974
524758,118.10543
524759,118.84606
524760,118.547844
524761,118.82133
524762,118.89823
524763,119.03126
524764,118.94377
524765,119.34871
524766,119.36574
524767,119.237076
524768,119.069305
524769,118.8912
524770,118.81285
524771,118.89869
524772,118.70968
524773,121.587006
524774,119.20613
524775,119.10973
524776,119.34043
524777,119.04071
524778,119.15913
524779,118.76223
524780,119.07777
524781,119.22754
524782,119.277954
524783,118.92915
524784,118.965004
524785,118.78407
524786,119.02279
524787,119.10899
524788,118.85079
524789,118.667366
524790,118.7819
524791,118.44333
524792,118.92192
524793,118.56084
524794,119.22602
524795,118.81198
524796,119.176384
524797,118.50612
524798,119.20435
524799,118.84134
524800,119.31792
524801,119.24803
524802,118.911
524803,118.22917
524804,118.39985
524805,119.30134
524806,118.825905
524807,118.76619
524808,118.95689
524809,119.02791
524810,118.7451
524811,118.58541
524812,119.28286
524813,119.15111
524814,118.83317
524815,118.91565
524816,118.72627
524817,118.86237
524818,118.371956
524819,119.12864
524820,118.73092
524821,119.37175
524822,119.08217
524823,118.780785
524824,118.850296
524825,118.45678
524826,118.864815
524827,118.51615
524828,118.57074
524829,118.86527
524830,118.929695
524831,119.27597
524832,118.432304
524833,119.136955
524834,118.957825
524835,118.82939
524836,119.068596
524837,118.65653
524838,118.8015
524839,122.18837
524840,119.25142
524841,118.78692
524842,118.95789
524843,118.91877
524844,118.43377
524845,118.70713
524846,119.142265
524847,119.07505
524848,118.44088
524849,119.19969
524850,118.77997
524851,119.133064
524852,118.97855
524853,122.083336
524854,118.972046
524855,118.8476
524856,118.289536
524857,119.12125
524858,121.5171
524859,119.180664
524860,118.6059
524861,119.45325
524862,118.91573
524863,118.60274
524864,118.237114
524865,119.16612
524866,119.34309
524867,118.882385
524868,118.72508
524869,118.73987
524870,118.520775
524871,119.00035
524872,119.06443
524873,118.85929
524874,118.9245
524875,118.84834
524876,118.925896
524877,118.89305
524878,118.79447
524879,118.78768
524880,118.448204
524881,118.58906
524882,118.830315
524883,119.08349
524884,119.8153
524885,118.94399
524886,119.043335
524887,119.70858
524888,119.012314
524889,118.74098
524890,119.282555
524891,119.09845
524892,118.86164
524893,118.95287
524894,118.91758
524895,118.67487
524896,119.13689
524897,119.01622
524898,119.177666
524899,118.67981
524900,119.443245
524901,118.98326
524902,119.2247
524903,119.32923
524904,118.38715
524905,118.65291
524906,119.367645
524907,118.818184
524908,119.43481
524909,118.86405
524910,118.592896
524911,118.69946
524912,119.06258
524913,118.51506
524914,118.813416
524915,118.8269
524916,119.008575
524917,119.005745
524918,119.16701
524919,118.955894
524920,118.95949
524921,119.24356
524922,118.818306
524923,119.18425
524924,119.13176
524925,118.88054
524926,119.58074
524927,118.89968
524928,119.316895
524929,118.713524
524930,118.618164
524931,121.76765
524932,118.89185
524933,119.0035
524934,118.707695
524935,119.2534
524936,118.92161
524937,119.06021
524938,118.95113
524939,119.24028
524940,119.20014
524941,118.963066
524942,119.13849
524943,119.33511
524944,119.03042
524945,118.77855
524946,119.15529
524947,119.12693
524948,119.85884
524949,118.37242
524950,118.78802
524951,118.86769
524952,118.80696
524953,118.88261
524954,118.85496
524955,119.17111
524956,117.964874
524957,119.120544
524958,119.55202
524959,119.155685
524960,119.16785
524961,118.9496
524962,119.30647
524963,119.162094
524964,119.072945
524965,118.93269
524966,118.981346
524967,118.74794
524968,118.53686
524969,119.27435
524970,118.729546
524971,118.57537
524972,119.05005
524973,119.40397
524974,118.8257
524975,119.071236
524976,118.67466
524977,118.720085
524978,119.52466
524979,120.63654
524980,119.342094
524981,118.50739
524982,118.85596
524983,119.178055
524984,118.30961
524985,119.17697
524986,119.20013
524987,119.31349
524988,119.00003
524989,118.48981
524990,118.64976
524991,119.09233
524992,119.799095
524993,118.884285
524994,119.06981
524995,119.380005
524996,118.45475
524997,119.157906
524998,118.701965
524999,118.867294
525000,118.851456
525001,119.1638
525002,118.95796
525003,119.55933
525004,118.14478
525005,118.895546
525006,118.78437
525007,119.24268
525008,119.14595
525009,119.05769
525010,118.99499
525011,119.33433
525012,119.19547
525013,119.23826
525014,118.64235
525015,118.874146
525016,118.53759
525017,119.45872
525018,119.17511
525019,118.443344
525020,119.32799
525021,118.91842
525022,119.32517
525023,119.0299
525024,121.08228
525025,119.149055
525026,119.24866
525027,119.15384
525028,119.140045
525029,118.81768
525030,118.791115
525031,118.9548
525032,119.27242
525033,119.092995
525034,119.26475
525035,119.19712
525036,118.67343
525037,119.03722
525038,118.661446
525039,118.86385
525040,118.73583
525041,119.39135
525042,118.93737
525043,117.65149
525044,119.02082
525045,119.21367
525046,118.64433
525047,118.857155
525048,118.8041
525049,119.35982
525050,118.88439
525051,118.88866
525052,118.65151
525053,120.63299
525054,118.237885
525055,119.051575
525056,118.56198
525057,118.81087
525058,118.930244
525059,118.93267
525060,118.56502
525061,118.51668
525062,118.6446
525063,118.93451
525064,118.91595
525065,118.82439
525066,118.79966
525067,118.77291
525068,119.273674
525069,118.91015
525070,118.556595
525071,119.294624
525072,119.36032
525073,119.127594
525074,118.616516
525075,118.9638
525076,118.847565
525077,119.24043
525078,119.13992
525079,118.96803
525080,118.70625
525081,121.77849
525082,118.97442
525083,118.71632
525084,118.684975
525085,119.075836
525086,119.40171
525087,119.30337
525088,118.650345
525089,119.0382
525090,118.46257
525091,119.270996
525092,119.110695
525093,118.52767
525094,119.068726
525095,119.127686
525096,119.08784
525097,118.6762
525098,119.38523
525099,119.34939
525100,119.62449
525101,119.65679
525102,119.3167
525103,118.914345
525104,118.85752
525105,118.93441
525106,119.43143
525107,118.894165
525108,119.393105
525109,118.9066
525110,118.76492
525111,118.55942
525112,118.97814
525113,119.72037
525114,119.10659
525115,118.5309
525116,118.76637
525117,119.54485
525118,119.2658
525119,118.90355
525120,119.01346
525121,118.945755
525122,119.279175
525123,118.81323
525124,119.03227
525125,118.98908
525126,119.04128
525127,119.058464
525128,119.495804
525129,119.225624
525130,119.057465
525131,118.86115
525132,119.01526
525133,118.548454
525134,119.073975
525135,119.00772
525136,119.384186
525137,118.72018
525138,118.69339
525139,119.19198
525140,119.52508
525141,118.98586
525142,119.17503
525143,118.796036
525144,118.69606
525145,119.20635
525146,118.88406
525147,120.93863
525148,118.73567
525149,118.59889
525150,118.930084
525151,118.92111
525152,118.63496
525153,119.30505
525154,118.31207
525155,118.06532
525156,118.99337
525157,119.035545
525158,119.01427
525159,118.302086
525160,119.46326
525161,118.600204
525162,119.34671
525163,119.38904
525164,120.145065
525165,118.980385
525166,119.17179
525167,119.10983
525168,119.31174
525169,119.086586
525170,118.65879
525171,118.91489
525172,119.18302
525173,119.07233
525174,119.05678
525175,123.57787
525176,118.934
525177,119.182144
525178,118.30871
525179,118.48012
525180,118.79977
525181,118.03142
525182,118.93626
525183,119.42566
525184,118.673225
525185,118.94949
525186,119.049065
525187,119.43672
525188,118.66079
525189,118.79948
525190,118.41281
525191,118.30269
525192,118.73652
525193,118.48126
525194,118.6362
525195,118.799065
525196,119.18135
525197,118.69834
525198,118.91298
525199,118.95249
525200,118.172935
525201,118.57993
525202,119.3801
525203,119.012665
525204,118.32669
525205,118.95877
525206,118.953735
525207,119.26337
525208,118.921425
525209,119.05927
525210,118.89878
525211,119.029175
525212,118.84893
525213,119.01104
525214,119.37189
525215,118.898994
525216,119.006584
525217,119.046745
525218,118.58698
525219,118.92757
525220,119.07198
525221,118.89856
525222,119.45437
525223,119.351265
525224,118.92513
525225,119.327576
525226,118.601906
525227,118.98533
525228,119.10574
525229,118.63215
525230,119.12733
525231,119.35304
525232,119.32245
525233,119.29696
525234,119.37027
525235,118.910355
525236,119.24698
525237,119.008865
525238,119.153305
525239,118.26022
525240,119.23495
525241,118.507454
525242,119.08419
525243,118.721016
525244,119.095505
525245,119.15773
525246,117.79055
525247,118.56925
525248,119.37403
525249,118.96209
525250,118.824554
525251,119.33459
525252,118.34611
525253,118.90806
525254,119.31903
525255,119.311295
525256,119.119156
525257,119.33312
525258,119.360695
525259,119.334625
525260,119.433105
525261,119.27804
525262,119.01042
525263,118.63166
525264,119.52966
525265,119.11429
525266,119.20321
525267,118.880974
525268,119.05059
525269,119.28114
525270,119.14899
525271,119.28628
525272,118.649666
525273,119.46857
525274,118.57446
525275,118.7694
525276,122.04793
525277,119.03646
525278,119.24605
525279,118.80021
525280,118.576706
525281,118.84855
525282,118.94116
525283,118.85043
525284,119.06091
525285,119.15849
525286,119.16983
525287,118.87817
525288,120.42195
525289,119.40895
525290,118.6292
525291,118.89937
525292,118.920525
525293,119.13509
525294,119.13906
525295,119.089005
525296,118.2601
525297,118.86915
525298,119.23191
525299,119.027855
525300,124.08851
525301,119.32623
525302,119.006935
525303,118.97947
525304,119.28189
525305,118.1917
525306,119.219345
525307,119.26167
525308,118.80382
525309,119.119965
525310,119.771065
525311,119.360756
525312,118.865395
525313,118.25759
525314,119.32623
525315,119.05933
525316,118.70526
525317,119.12658
525318,119.249664
525319,118.65485
525320,119.1537
525321,118.98104
525322,118.7755
525323,118.6306
525324,118.60553
525325,119.3047
525326,119.10463
525327,119.161644
525328,119.39946
525329,118.31569
525330,119.155624
525331,119.0389
525332,118.70745
525333,118.33424
525334,118.67184
525335,118.816376
525336,123.043724
525337,118.65458
525338,118.91988
525339,119.330635
525340,119.405716
525341,117.75724
525342,122.28037
525343,118.854576
525344,118.99175
525345,118.85616
525346,120.687164
525347,118.92553
525348,118.903915
525349,118.992966
525350,118.80545
525351,119.10587
525352,118.91957
525353,119.05555
525354,118.92929
525355,118.80994
525356,119.041435
525357,123.35832
525358,119.0347
525359,118.797554
525360,119.10127
525361,118.474625
525362,118.32122
525363,118.7223
525364,118.706726
525365,118.97425
525366,118.592636
525367,118.8676
525368,118.795456
525369,119.07265
525370,118.88548
525371,118.23915
525372,118.24099
525373,119.73144
525374,119.17728
525375,119.38776
525376,119.59936
525377,119.038155
525378,118.796326
525379,118.95177
525380,118.97359
525381,119.22909
525382,119.032234
525383,118.71389
525384,119.10456
525385,118.62465
525386,119.20401
525387,118.83446
525388,119.06895
525389,118.78187
525390,119.235146
525391,119.44397
525392,118.514725
525393,118.742035
525394,119.004486
525395,118.980095
525396,119.03902
525397,118.84984
525398,119.54046
525399,119.22019
525400,118.85849
525401,118.97592
525402,119.40777
525403,119.18717
525404,118.29009
525405,118.96685
525406,119.94531
525407,119.158264
525408,118.91414
525409,118.87169
525410,119.19096
525411,119.351166
525412,118.53981
525413,118.91014
525414,118.84697
525415,118.87328
525416,119.192314
525417,119.69506
525418,119.15262
525419,119.185295
525420,119.11809
525421,119.263535
525422,118.49299
525423,118.95491
525424,118.928795
525425,119.13283
525426,119.065384
525427,118.48043
525428,119.31986
525429,119.303474
525430,118.8021
525431,118.446915
525432,119.08565
525433,118.674164
525434,119.0433
525435,120.07057
525436,119.07409
525437,118.924866
525438,119.04287
525439,118.09381
525440,119.369286
525441,119.04764
525442,118.80988
525443,118.955284
525444,118.91639
525445,118.95916
525446,119.08014
525447,119.08893
525448,118.92609
525449,119.03317
525450,118.598465
525451,118.389275
525452,119.25658
525453,119.031075
525454,119.09987
525455,119.022934
525456,118.31423
525457,118.54735
525458,118.83978
525459,118.95373
525460,118.81051
525461,119.168335
525462,119.19616
525463,118.65914
525464,118.90895
525465,118.507805
525466,118.991684
525467,119.04117
525468,119.09195
525469,118.80162
525470,119.18998
525471,118.81119
525472,118.999756
525473,118.53794
525474,118.900856
525475,119.254234
525476,120.01409
525477,119.271454
525478,118.80705
525479,119.28232
525480,118.86443
525481,118.95341
525482,119.07915
525483,118.94457
525484,118.55634
525485,118.94772
525486,118.53654
525487,119.63452
525488,118.696785
525489,119.06356
525490,119.171486
525491,119.30356
525492,118.14714
525493,118.98521
525494,119.33238
525495,118.51724
525496,118.623276
525497,119.12338
525498,118.57199
525499,118.89666
525500,119.195786
525501,118.3426
525502,117.80049
525503,118.75687
525504,121.53913
525505,119.01743
525506,118.746025
525507,119.0081
525508,119.24857
525509,118.85929
525510,118.89533
525511,119.15204
525512,119.25384
525513,119.2174
525514,118.79881
525515,118.889145
525516,119.38412
525517,118.781395
525518,119.18443
525519,119.36389
525520,118.80368
525521,118.68295
525522,119.54806
525523,119.061615
525524,118.95845
525525,118.59971
525526,119.180565
525527,119.26274
525528,117.4215
525529,119.19752
525530,118.75404
525531,118.963646
525532,118.714615
525533,118.77662
525534,118.851166
525535,119.071915
525536,119.284836
525537,118.96455
525538,119.11998
525539,118.82486
525540,119.221
525541,118.98913
525542,119.072266
525543,118.90131
525544,119.288246
525545,118.97822
525546,118.55836
525547,119.36309
525548,119.03305
525549,119.678116
525550,118.569855
525551,118.96536
525552,119.026306
525553,119.21327
525554,119.46256
525555,118.90217
525556,118.72585
525557,118.871704
525558,119.1731
525559,119.042725
525560,118.95124
525561,118.126434
525562,118.94147
525563,119.09428
525564,119.034744
525565,119.153694
525566,118.89
525567,119.06181
525568,118.93697
525569,119.01181
525570,118.55596
525571,118.69123
525572,119.10771
525573,119.244545
525574,118.74009
525575,118.97944
525576,119.09761
525577,118.990746
525578,118.99128
525579,119.25577
525580,119.034615
525581,119.06587
525582,118.66091
525583,119.16763
525584,120.49787
525585,119.09053
525586,117.921974
525587,119.1915
525588,118.81026
525589,119.12983
525590,118.66047
525591,119.013
525592,119.22876
525593,118.94598
525594,119.128975
525595,118.62884
525596,119.33139
525597,118.87594
525598,118.99671
525599,118.745346
525600,118.07742
525601,119.18397
525602,119.14769
525603,119.270874
525604,118.91904
525605,118.651024
525606,119.00535
525607,119.59332
525608,118.86467
525609,118.72715
525610,119.11392
525611,118.87171
525612,119.28614
525613,119.2777
525614,119.28946
525615,118.86237
525616,119.239
525617,119.3757
525618,119.067276
525619,118.95794
525620,118.951904
525621,119.27847
525622,119.201614
525623,119.030624
525624,119.02765
525625,119.34498
525626,119.01985
525627,119.12155
525628,119.03826
525629,119.136505
525630,119.08085
525631,119.0309
525632,119.117615
525633,119.33999
525634,118.255554
525635,118.90268
525636,118.994995
525637,118.95604
525638,119.15999
525639,118.85013
525640,119.14397
525641,119.50317
525642,119.26225
525643,118.68354
525644,117.77864
525645,118.51439
525646,118.739456
525647,118.823586
525648,119.17132
525649,119.393715
525650,118.86873
525651,118.76618
525652,118.65938
525653,118.751144
525654,119.86803
525655,119.14946
525656,118.68093
525657,118.95808
525658,121.478355
525659,118.96355
525660,119.2758
525661,118.942665
525662,118.70577
525663,118.656624
525664,120.32739
525665,118.79978
525666,119.518265
525667,119.27334
525668,118.69675
525669,118.54199
525670,119.1713
525671,119.141884
525672,118.60896
525673,119.67588
525674,118.56319
525675,119.18516
525676,118.971794
525677,119.26271
525678,119.205826
525679,119.08362
525680,119.07178
525681,118.83929
525682,119.08674
525683,118.54836
525684,118.63023
525685,118.72294
525686,118.867096
525687,119.10211
525688,119.288445
525689,120.037796
525690,118.86525
525691,118.74812
525692,118.97892
525693,118.653854
525694,118.79413
525695,120.43695
525696,119.33199
525697,118.86697
525698,119.12477
525699,118.86332
525700,118.80044
525701,119.13908
525702,119.01579
525703,116.70048
525704,118.31408
525705,118.84279
525706,119.33
525707,118.24317
525708,118.804146
525709,119.20509
525710,119.18803
525711,119.025154
525712,118.48044
525713,119.25144
525714,123.51202
525715,118.03105
525716,118.514885
525717,118.75843
525718,118.50994
525719,118.74435
525720,119.266556
525721,119.3757
525722,119.0481
525723,118.65087
525724,118.98522
525725,121.44669
525726,119.13459
525727,118.56414
525728,118.821846
525729,119.27344
525730,118.843925
525731,119.17203
525732,118.55255
525733,119.13169
525734,118.5507
525735,119.0324
525736,119.040565
525737,119.03493
525738,118.90823
525739,118.88537
525740,119.079666
525741,119.1165
525742,119.09282
525743,119.16159
525744,118.78265
525745,118.7748
525746,118.93773
525747,120.097176
525748,119.35038
525749,119.4243
525750,119.201035
525751,118.147156
525752,118.84884
525753,119.20568
525754,119.10811
525755,118.405365
525756,118.368034
525757,119.273796
525758,118.795616
525759,119.112335
525760,118.92134
525761,118.86074
525762,119.35051
525763,119.220375
525764,119.130226
525765,118.94465
525766,119.175705
525767,119.0524
525768,118.92987
525769,119.1484
525770,118.73414
525771,118.46385
525772,119.39962
525773,118.51975
525774,119.29627
525775,118.29336
525776,118.937386
525777,118.88495
525778,118.94642
525779,119.2654
525780,119.33008
525781,118.89248
525782,121.01574
525783,124.18897
525784,118.92925
525785,119.07023
525786,119.11401
525787,118.12203
525788,118.80796
525789,118.9832
525790,119.05649
525791,118.93856
525792,118.988106
525793,117.74297
525794,118.21622
525795,119.454796
525796,119.289246
525797,119.40368
525798,118.94327
525799,119.139435
525800,118.94811
525801,119.21361
525802,118.795586
525803,118.922585
525804,118.88736
525805,118.99867
525806,120.241875
525807,118.87114
525808,119.07477
525809,118.82911
525810,118.55526
525811,118.63679
525812,119.07681
525813,119.21425
525814,118.67376
525815,123.06626
525816,118.62421
525817,118.664116
525818,118.843765
525819,118.94056
525820,119.14638
525821,118.76186
525822,119.065674
525823,120.62954
525824,118.49094
525825,118.41542
525826,119.152054
525827,119.36139
525828,118.98584
525829,119.04654
525830,119.25395
525831,119.33251
525832,119.074165
525833,119.405396
525834,119.21768
525835,118.977295
525836,119.03939
525837,117.93215
525838,118.83767
525839,119.04441
525840,119.18639
525841,118.89361
525842,119.210686
525843,119.23364
525844,119.21088
525845,119.21764
525846,118.70684
525847,119.18332
525848,118.30137
525849,118.81294
525850,119.260635
525851,119.08843
525852,119.43592
525853,118.57677
525854,119.101715
525855,119.12083
525856,119.31644
525857,118.88407
525858,118.980606
525859,118.8334
525860,118.74276
525861,119.21828
525862,119.68361
525863,119.26492
525864,118.95388
525865,119.26861
525866,119.04082
525867,118.65248
525868,118.90151
525869,119.16969
525870,119.19908
525871,119.298454
525872,118.848854
525873,119.301704
525874,118.65303
525875,118.59149
525876,119.298965
525877,118.52409
525878,118.63955
525879,119.18609
525880,119.21993
525881,119.4375
525882,119.35894
525883,118.807686
525884,119.33997
525885,119.12949
525886,119.29594
525887,119.041245
525888,119.21597
525889,118.57292
525890,118.35451
525891,119.01778
525892,118.94324
525893,118.73242
525894,119.20191
525895,119.252106
525896,119.14321
525897,118.945564
525898,118.905174
525899,119.18199
525900,118.65604
525901,119.37768
525902,118.88579
525903,118.838615
525904,119.232445
525905,118.87724
525906,119.365845
525907,117.72131
525908,118.79483
525909,119.024086
525910,118.89066
525911,119.166695
